"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2018:Q4","Bottom50",1.6,5.6,11.6,23,0.6,2.7,1.5,3.9,32.2,22.5,55.8,37.3
"2019:Q1","Top1",31.2,27.9,15,13.8,52.6,6.2,53.6,31.6,4.9,5.1,1.7,20.1
"2019:Q1","Next9",38.4,35.9,30.4,21,35.6,47.6,31.4,35.8,19,23.9,6.9,16.2
"2019:Q1","Next40",28.9,30.8,43.5,42,11.2,43.3,13.5,28.7,44,48.7,35.3,25.9
"2019:Q1","Bottom50",1.6,5.4,11.1,23.1,0.6,2.9,1.5,3.9,32.1,22.4,56.1,37.8
"2019:Q2","Top1",31.1,27.8,14.8,13.7,52.7,6,52.9,31.7,4.9,5.1,1.6,19.1
"2019:Q2","Next9",38.5,36.1,30.6,21.1,35.7,47.7,32.4,35.7,19,24,6.8,16.5
"2019:Q2","Next40",28.8,30.6,43.2,42,11.1,43.3,13.1,28.8,43.9,48.6,35.4,26.4
"2019:Q2","Bottom50",1.7,5.4,11.5,23.2,0.6,2.9,1.6,3.8,32.2,22.3,56.2,38
"2019:Q3","Top1",30.9,27.7,14.6,13.2,52.6,5.9,52.6,31.7,4.8,5.1,1.6,19.3
"2019:Q3","Next9",38.6,36.2,30.5,21.6,35.7,47.8,32.9,35.7,19,24.2,6.7,16
"2019:Q3","Next40",28.7,30.6,43.1,41.9,11.1,43.4,12.9,28.8,43.9,48.6,35.3,26.4
"2019:Q3","Bottom50",1.8,5.5,11.9,23.2,0.6,3,1.6,3.8,32.3,22.2,56.4,38.3
"2019:Q4","Top1",31.2,28,14.5,13.2,52.8,5.6,53.3,31.5,4.8,5.1,1.5,18.4
"2019:Q4","Next9",38.5,36.1,30.4,21.7,35.6,48,31.9,35.8,19.1,24.2,6.7,16.8
"2019:Q4","Next40",28.5,30.4,43.1,41.7,10.9,43.4,13.2,28.9,43.9,48.5,35.4,26.8
"2019:Q4","Bottom50",1.8,5.5,12,23.3,0.6,3,1.5,3.8,32.3,22.2,56.4,38
"2020:Q1","Top1",30,26.7,14.5,12.7,51.7,6,53.2,32,4.8,5.1,1.6,17.4
"2020:Q1","Next9",38.5,36,30.3,21.9,36.1,47.7,32.1,35.6,19.2,24.3,6.7,17
"2020:Q1","Next40",29.7,31.5,43.2,42.3,11.6,43.5,13.2,28.6,43.8,48.5,35.2,27.4
"2020:Q1","Bottom50",1.8,5.7,12,23.1,0.6,2.7,1.6,3.8,32.2,22.2,56.5,38.1
"2020:Q2","Top1",30.5,27.4,14.6,13,52.4,5.4,53.1,31.5,4.8,5.1,1.7,17
"2020:Q2","Next9",38.5,36.1,30.2,21.8,35.8,48.1,32.3,35.7,19.3,24.3,6.6,17.8
"2020:Q2","Next40",29.1,30.9,43.4,41.9,11.2,43.5,13.1,29,43.8,48.4,35.1,27.5
"2020:Q2","Bottom50",1.9,5.5,11.8,23.3,0.6,2.9,1.6,3.8,32.1,22.2,56.5,37.7
